open_time,open,high,low,close,volume,quote_asset_volume,trades,taker_base,taker_quote,ignore,date
2026-01-28 22:29:49,99997.16964165115,100012.31257418868,99984.77715660832,99992.74842854215,75.24856956934735,976938.7424350525,83,12.453921289288736,1028712.0228014111,0,2026-01-28
2026-01-28 22:30:49,100151.29037296199,100147.73143193648,100128.5125321359,100145.96066043885,88.12296676634895,2162168.7246882566,83,60.4507059479913,501485.0632452615,0,2026-01-28
2026-01-28 22:31:49,100240.97418339296,100258.87782583215,100236.96643230709,100245.3948972309,75.96022403166927,956562.277626561,81,57.19093232702405,575433.2865212013,0,2026-01-28
2026-01-28 22:32:49,100247.6290365192,100238.75787381949,100213.89599019264,100225.44302140968,65.41676374337766,701298.2928357781,81,29.3234818308806,118693.85491056007,0,2026-01-28
2026-01-28 22:33:49,100295.81969957845,100329.53153299235,100266.83176566806,100282.52049801922,95.160927888262,879689.2179481875,94,32.28119712442695,444763.9704925186,0,2026-01-28
2026-01-28 22:34:49,100303.95797606994,100294.5383726582,100279.83774036093,100293.81016223933,30.47425514096753,1226328.7404527734,20,78.13770248196755,558815.6145240357,0,2026-01-28
2026-01-28 22:35:49,100270.6548634125,100297.61468056019,100273.01218728466,100276.73875211034,143.10420731492036,661396.6733612195,92,25.77322809950501,597136.582794605,0,2026-01-28
2026-01-28 22:36:49,100253.53254054149,100266.95833229029,100254.1826709626,100254.88667179916,114.75031073297232,1282533.6887005963,82,33.49524668496693,457504.63112576236,0,2026-01-28
2026-01-28 22:37:49,100348.16186435663,100344.07334053732,100340.76499792193,100342.34108334631,7.960478875467629,1893766.6786705297,66,55.51126214338793,663798.0923069712,0,2026-01-28
2026-01-28 22:38:49,100283.41274885318,100327.40419379638,100293.65957173228,100303.89561223298,89.07083328673045,1134218.0996217565,92,22.8597853620194,230155.06175730238,0,2026-01-28
2026-01-28 22:39:49,100330.12048515721,100348.22854295741,100312.01701873202,100331.0077581494,92.40742317566169,751240.8539397892,65,22.901135682950862,546099.178227098,0,2026-01-28
2026-01-28 22:40:49,100358.69408986438,100377.38391583788,100359.27832780658,100370.44010953371,134.185774516752,1081399.7950588875,50,55.782043383254376,760501.2666862493,0,2026-01-28
2026-01-28 22:41:49,100383.10721646358,100378.12495262749,100336.79355697852,100373.37150586302,10.705882551101354,1206003.6701862537,39,27.70341443698895,575782.2331152811,0,2026-01-28
2026-01-28 22:42:49,100384.7555636251,100405.18247765118,100379.73309869252,100385.81317352422,104.60848491931702,1495001.5433403447,92,43.48602481648075,338799.4704587494,0,2026-01-28
2026-01-28 22:43:49,100370.42821787143,100404.19709520841,100378.16592223333,100386.95389426088,63.528831653835304,1268279.4872486722,60,58.83638518704107,482475.4218331722,0,2026-01-28
2026-01-28 22:44:49,100459.26409350018,100456.37269944264,100438.0235370978,100452.92024590725,119.01079065353446,1825721.0031406994,53,68.97416296093158,316611.9090673035,0,2026-01-28
2026-01-28 22:45:49,100408.90854006902,100414.00511941919,100409.12556879758,100409.14130519964,90.99711711522473,1151659.2359613595,19,39.884734543722374,90299.35586775228,0,2026-01-28
2026-01-28 22:46:49,100461.30058481888,100483.26271669223,100458.2436583063,100463.99878126121,113.87857025414809,513888.7605231154,63,28.96220018371585,534857.4769595691,0,2026-01-28
2026-01-28 22:47:49,100417.6625586211,100411.98964498534,100376.84864237763,100408.01003757732,112.6252124242528,460224.2411209914,49,44.75240882391506,424248.78353581164,0,2026-01-28
2026-01-28 22:48:49,100358.06178081948,100377.28481425639,100375.81590263057,100377.19446400837,96.93307630130307,633758.782167252,84,38.66290874996262,429265.56822631287,0,2026-01-28
2026-01-28 22:49:49,100388.66875701105,100406.30470894824,100391.42137707693,100392.63680236672,101.08383159609517,1795103.5214700052,62,70.43793204631602,381858.487998236,0,2026-01-28
2026-01-28 22:50:49,100477.02076429018,100472.52645746981,100447.79265323583,100461.98960743136,75.11037044347835,1283518.716964501,62,32.33772303494941,468197.80028645403,0,2026-01-28
2026-01-28 22:51:49,100552.7558200191,100526.87456555034,100487.48572167667,100523.05596715731,26.784456341062423,1551942.6271903072,36,26.487998959650294,673123.229261303,0,2026-01-28
2026-01-28 22:52:49,100473.96778249396,100520.06448063697,100448.18658920749,100476.34519843289,89.69976571724509,1568258.5676794942,65,39.54836349519059,703232.1823902768,0,2026-01-28
2026-01-28 22:53:49,100468.03015740712,100498.42148809186,100471.44301962524,100481.90837624097,69.3744092152867,719132.1049910578,76,40.07278200803101,583463.1206999398,0,2026-01-28
2026-01-28 22:54:49,100440.18498485677,100471.5740264088,100413.68547174885,100445.99073864603,115.97665126051353,1170507.0378037416,13,87.32307381287214,737957.1241967387,0,2026-01-28
2026-01-28 22:55:49,100465.96885560096,100520.15036734102,100450.3752377076,100469.69003755657,155.6532585392249,848340.3761796738,74,85.91336555297477,290261.4302636435,0,2026-01-28
2026-01-28 22:56:49,100475.34124637941,100488.51488248241,100461.79840149387,100475.41636403289,199.0241328486493,1842277.0134254862,18,55.273179171390524,480091.27309836925,0,2026-01-28
2026-01-28 22:57:49,100582.55879591427,100596.93060243483,100547.9817932626,100584.89980313143,115.22596956502261,1273139.2253683228,15,80.30188807144224,1027003.2822849674,0,2026-01-28
2026-01-28 22:58:49,100689.51876224535,100699.12711474202,100680.58632827482,100681.01573112383,31.362714349382088,668494.2173430712,51,59.08438444800353,94385.83865426411,0,2026-01-28
2026-01-28 22:59:49,100760.0165885907,100775.08422912353,100747.1541686843,100752.5372259618,47.42335789496086,81115.93967750226,88,66.10596919784217,773197.7559908566,0,2026-01-28
2026-01-28 23:00:49,100779.93112327185,100783.93676608504,100746.69796905162,100783.60147200567,28.70481660581224,302891.2076111414,38,36.334274808311804,407299.96642976,0,2026-01-28
2026-01-28 23:01:49,100818.97658207902,100825.99321951951,100798.19923961135,100810.49351071041,107.15014855083561,317731.02475786605,89,44.94327699253801,457340.5913893534,0,2026-01-28
2026-01-28 23:02:49,100874.7196533674,100877.0745132338,100834.69824555959,100866.82470791783,153.8457853941716,1127842.7167497952,11,52.07415682141718,350553.1112655208,0,2026-01-28
2026-01-28 23:03:49,100896.57063058388,100906.86512272291,100892.3688932355,100894.90623932253,83.58045956716862,1118104.28171159,76,77.20811583347718,667465.6471128976,0,2026-01-28
2026-01-28 23:04:49,100771.55305390964,100805.72926855828,100758.85602825783,100775.04427253439,35.17241741288963,535985.8064094827,55,64.31177234522093,812689.1656633783,0,2026-01-28
2026-01-28 23:05:49,100609.34635174785,100628.30876425184,100619.2885474317,100622.66916240679,120.93601370319773,870229.72400225,47,99.79983105357223,472469.45360755397,0,2026-01-28
2026-01-28 23:06:49,100626.18161346366,100643.09228782666,100629.10858456382,100640.89126143287,86.64600852538608,1001407.3629628221,81,30.9539324858602,524002.8972993204,0,2026-01-28
2026-01-28 23:07:49,100650.02882863791,100673.72823462098,100628.7086829043,100650.82002997086,78.34153903764508,852312.4416936616,17,34.93898585522729,431387.64439358946,0,2026-01-28
2026-01-28 23:08:49,100725.04908865357,100752.47392972799,100699.23232803823,100730.04087353995,52.71553206719646,388366.4918209311,70,36.36662290560871,586935.5128798899,0,2026-01-28
2026-01-28 23:09:49,100756.0547695274,100765.52222405802,100719.64105133113,100742.39857330859,88.46485106699943,1119305.1712538209,51,46.80767760651356,264740.71214001696,0,2026-01-28
2026-01-28 23:10:49,100677.69454320439,100688.71556433558,100666.68457867646,100687.97133142012,144.5853103400731,1478751.6237416663,26,85.07199060029728,616371.8756734923,0,2026-01-28
2026-01-28 23:11:49,100730.23795152009,100746.90658594067,100704.64558316732,100727.23567879213,9.78969427478414,1344060.3847760782,94,40.03108566670492,337435.919841105,0,2026-01-28
2026-01-28 23:12:49,100786.61851010231,100806.28971681492,100777.9715994673,100789.21307485474,146.76612176470485,1190971.7603305166,83,88.90835603510874,462299.6057662962,0,2026-01-28
2026-01-28 23:13:49,100882.81118332616,100882.73022558537,100868.49302763701,100878.45298824196,171.8938908160731,54566.76943067927,28,50.0671982117103,384806.4505898631,0,2026-01-28
2026-01-28 23:14:49,100928.36138619792,100953.26178715301,100924.83758198444,100931.02237248786,8.698569944574984,1731710.4346214472,36,45.3701126902597,794816.7224636204,0,2026-01-28
2026-01-28 23:15:49,100867.27534606792,100899.79896040517,100855.56028624345,100858.95754397538,132.24354229689476,271677.3368929527,32,30.438679692820113,453791.6380151237,0,2026-01-28
2026-01-28 23:16:49,100876.67653203255,100917.45195535243,100885.63893094772,100888.26966639889,134.09065048605237,651799.622767908,49,73.94444644635578,446636.46439389896,0,2026-01-28
2026-01-28 23:17:49,100789.00023992252,100843.68851596264,100795.04881640273,100812.48792981064,1.609909471021112,82758.404232773,89,47.265086598721744,184594.90694604302,0,2026-01-28
2026-01-28 23:18:49,100737.3101311314,100764.00613198886,100736.15681406802,100752.28618802429,142.77890599309723,1953920.0444725188,31,17.720793711764784,661394.1490886022,0,2026-01-28
2026-01-28 23:19:49,100808.73015849783,100809.90172606545,100788.62332533294,100803.22711844003,162.6037925802163,1377208.772898278,32,66.82601170112538,412007.36609808024,0,2026-01-28
2026-01-28 23:20:49,100815.53419520082,100820.33163747954,100816.0399556534,100818.2687004141,131.83213791018858,1349710.258217989,14,31.8158941385345,262140.02454914636,0,2026-01-28
2026-01-28 23:21:49,100750.60671335533,100764.65622079362,100724.39224984856,100760.17717945081,34.279943256016125,640825.4260794357,49,43.61181649210549,304856.8642211418,0,2026-01-28
2026-01-28 23:22:49,100762.14129223776,100787.59591661526,100744.86977797859,100766.41659127054,55.392294345806384,970875.8137316868,23,49.9020714167099,520929.95280016284,0,2026-01-28
2026-01-28 23:23:49,100731.41895271989,100760.90001649436,100715.4780664569,100732.08220848505,143.8706375931551,719240.1074015673,87,50.555786686728275,455024.50949762785,0,2026-01-28
2026-01-28 23:24:49,100725.43300215671,100736.39575382577,100711.04365370984,100728.51705068038,165.31870148051803,906325.3752111814,80,77.57710913453158,213556.62650498806,0,2026-01-28
2026-01-28 23:25:49,100761.46243331887,100764.35447035913,100727.64189521976,100750.87879241737,87.44057078069028,1116868.3946329958,35,53.09503019375122,836426.685174817,0,2026-01-28
2026-01-28 23:26:49,100813.970431056,100830.54464245398,100804.57651775426,100809.91705619016,121.9034436840912,645544.1331991148,52,47.27682064076328,724760.9590495178,0,2026-01-28
2026-01-28 23:27:49,100878.86306834826,100886.32775527,100869.95770338713,100878.19174409403,82.76017522980308,1379537.4834294654,57,56.96320077189196,427050.190252734,0,2026-01-28
2026-01-28 23:28:49,100849.20599645891,100831.17200135469,100807.18798929719,100830.67879548925,133.36102039599794,1659018.1654916634,79,70.02302459460824,459279.5972611994,0,2026-01-28
2026-01-28 23:29:49,100921.80083086199,100912.65855490818,100882.71213240798,100904.02774617048,1.9826390143579289,406382.7006508631,97,49.750601094259785,68013.11648018513,0,2026-01-28
2026-01-28 23:30:49,100927.18865653705,100948.80722686711,100927.57100179547,100934.44656071559,135.20115328669453,810639.1739892316,20,49.30590152639117,131762.09249485517,0,2026-01-28
